,Unnamed: 0,full_name,rating,jersey,team,position,b_day,height,weight,salary,country,draft_year,draft_round,draft_peak,college,age,players_photo,team_photo
407,407,Ignas Brazdeikis,70,#17,New York Knicks,F,1999-01-08,6-6 / 1.98,216 lbs. / 98 kg.,$898310,Canada,2019,2,47,Michigan,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1629649.png,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg
408,408,Deonte Burton,70,#30,Oklahoma City Thunder,G,1991-06-26,6-4 / 1.93,240 lbs. / 108.9 kg.,$1416852,USA,2014,Undrafted,Undrafted,Iowa State,33,https://cdn.nba.com/headshots/nba/latest/1040x760/1629126.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg
409,409,Justin James,70,#10,Sacramento Kings,G,1997-01-24,6-7 / 2.01,190 lbs. / 86.2 kg.,$898310,USA,2019,2,40,Wyoming,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1629663.png,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg
410,410,Henry Ellenson,69,#0,,F-C,1997-01-13,6-10 / 2.08,242 lbs. / 109.8 kg.,$79568,USA,2016,1,18,Marquette,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1627740.png,
411,411,Devonte Graham,69,#0,Charlotte Hornets,G,1995-02-22,6-1 / 1.85,185 lbs. / 83.9 kg.,$1416852,USA,2018,2,34,Kansas,30,https://cdn.nba.com/headshots/nba/latest/1040x760/1628984.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg
412,412,Amile Jefferson,69,#0,,F-C,1993-05-07,6-9 / 2.06,224 lbs. / 101.6 kg.,$1529007,USA,2017,Undrafted,Undrafted,Duke,31,https://cdn.nba.com/headshots/nba/latest/1040x760/1628518.png,
413,413,Khyri Thomas,69,#13,Detroit Pistons,G,1996-05-08,6-3 / 1.91,210 lbs. / 95.3 kg.,$1416852,USA,2018,2,38,Creighton,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1629017.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
414,414,Theo Pinson,69,#0,New York Knicks,G,1995-11-05,6-5 / 1.96,220 lbs. / 99.8 kg.,$1445697,USA,2018,Undrafted,Undrafted,North Carolina,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1629033.png,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg
415,415,Gary Clark,69,#0,Orlando Magic,F,1994-11-16,6-6 / 1.98,225 lbs. / 102.1 kg.,$1427191,USA,2018,Undrafted,Undrafted,Cincinnati,30,https://cdn.nba.com/headshots/nba/latest/1040x760/1629109.png,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg
416,416,Terance Mann,69,#14,Los Angeles Clippers,G,1996-10-18,6-5 / 1.96,215 lbs. / 97.5 kg.,$1000000,USA,2019,2,48,Florida State,28,https://cdn.nba.com/headshots/nba/latest/1040x760/1629611.png,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg
417,417,Cam Reynolds,69,#13,Milwaukee Bucks,G,1995-02-07,6-7 / 2.01,225 lbs. / 102.1 kg.,$79568,USA,2018,Undrafted,Undrafted,Tulane,30,https://cdn.nba.com/headshots/nba/latest/1040x760/1629244.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg
418,418,Tyrone Wallace,69,#0,,G-F,1994-06-10,6-5 / 1.96,200 lbs. / 90.7 kg.,$502491,USA,2016,2,60,California,30,https://cdn.nba.com/headshots/nba/latest/1040x760/1627820.png,
419,419,Miye Oni,69,#24,Utah Jazz,F,1997-08-04,6-5 / 1.96,210 lbs. / 95.3 kg.,$898310,USA,2019,2,58,Yale,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1629671.png,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
420,420,Malcolm Miller,69,#13,Toronto Raptors,F,1993-03-06,6-7 / 2.01,205 lbs. / 93 kg.,$1588231,USA,2015,Undrafted,Undrafted,Holy Cross,32,https://cdn.nba.com/headshots/nba/latest/1040x760/1626259.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg
421,421,Isaac Bonga,68,#17,Washington Wizards,G,1999-11-08,6-8 / 2.03,200 lbs. / 90.7 kg.,$1416852,Germany,2018,2,39,,25,https://cdn.nba.com/headshots/nba/latest/1040x760/1629067.png,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg
422,422,Isaiah Hartenstein,68,#0,,F-C,1998-05-05,7-0 / 2.13,250 lbs. / 113.4 kg.,$1416852,Germany,2017,2,43,,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1628392.png,
423,423,Jordan McRae,68,#0,Detroit Pistons,G,1991-03-28,6-5 / 1.96,179 lbs. / 81.2 kg.,$1254933,USA,2014,2,58,Tennessee,33,https://cdn.nba.com/headshots/nba/latest/1040x760/203895.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
424,424,Brandon Goodwin,68,#0,Atlanta Hawks,G,1995-10-02,6-0 / 1.83,180 lbs. / 81.6 kg.,$522738,USA,2018,Undrafted,Undrafted,Florida Gulf Coast,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1629164.png,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg
425,425,Michael Frazier,68,#21,Houston Rockets,G,1994-03-08,6-3 / 1.91,200 lbs. / 90.7 kg.,$79568,USA,2015,2,60,Florida,31,https://cdn.nba.com/headshots/nba/latest/1040x760/1626187.png,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg
426,426,Kostas Antetokounmpo,68,#37,Los Angeles Lakers,F,1997-11-20,6-10 / 2.08,200 lbs. / 90.7 kg.,$79568,Greece,2018,Undrafted,Undrafted,Dayton,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1628961.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
427,427,Jalen Lecque,68,#0,Phoenix Suns,G,2000-06-13,6-3 / 1.91,190 lbs. / 86.2 kg.,$898310,USA,2019,Undrafted,Undrafted,,24,https://cdn.nba.com/headshots/nba/latest/1040x760/1629665.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg
428,428,Duncan Robinson,67,#55,Miami Heat,F,1994-04-22,6-7 / 2.01,215 lbs. / 97.5 kg.,$1416852,USA,2018,Undrafted,Undrafted,Michigan,30,https://cdn.nba.com/headshots/nba/latest/1040x760/1629130.png,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg
